docker-compose version 1.28.5, build c4eb3a1f /etc/ansible/Assignment/DockerDemo/examples/compose DRIVER    VOLUME NAME
local     98e980c07fbcbab2144e057c7f7487799fe876d3bc620db40c91e4925eaf2346
local     107ef32b627e9d36ac50f82b1ef71ce87f25baf93e97c61203ba8d25d97cc484
local     136ee1c0c35401eeb7da9dcbf89839549556d63d3d95f2fdf4557f4c9c48f8ec
local     213cafbf50624b39e28e30e10f420f23641e72c375291d8683d7862fc1bbe27d
local     217c635a39f0bd218d24c607b9735c95db574195ce8a826ee984c48c2f4e5111
local     233e8f1e65a104873cb595a489b0df9d37f88be7219ebd0a33cedde2f16a22ac
local     311cea8de1426a99fb7c542e739ec2d84f30b74197f9cea1df6111ebc07ff437
local     355af2ed00929639d88148020e54f949df41b9687924cf868418ff058796c0a2
local     378aa4583103cf99fc496e8a7cd591325bdfd6d9837a5ae0ed3d27e10b7e5fc5
local     0402b6b25722681353eadc95295e9e87f7a27ce05a399cc8b0bf31ab95c45bbe
local     544c45e75b50fcc28db3c7b0b3c9bd014edb2badde10d0cf3f91822c3803c591
local     553fd6340475d2a129fc1572d53cae19fa9a2a8cbe18ec5449153ac5de429b50
local     683a6075cd2263f65c7e429bc49563670663c85c2156ce9734549e8abd6f02f0
local     0690c25d3eac2c19c5c073ecb0983267522251341ff2575df7ba119d168ae9d1
local     714ff63c07f4b5bdc89bcabf1fa90db89ab8abedb6826a9409f8fb46794242a2
local     725ea5337242960e55cbe764256005f1e057f98fd4a04e36be0e2293606ee78b
local     741f0cbf97304acc08312332e90117e57972f52d0c019845f9cdd4089a792129
local     755ecc54853a99b0e4637f13cf2d9e7d51b1a4b0ea3b8b52e4f9e4c19ce8c4c5
local     777b6bed85733d3f41757cfe65080782fd70f1a0f34456191b0157756e883ae7
local     777f3987429e8d7ecfec6767e69c5cb1513bfe45a67bfd771d937c1e34e546b4
local     808aa2b73c72a542bffad350afb342bbc9c32c58a29f94b782410f245788e1dc
local     811b5fafe4ef9c1294cf1e8d3e6f68dc28f131c59b3431ab4de56cb6ce98ec2c
local     853fd99dfb26371bc05458fcb62ebc5cbb2c8f4187cb8b74bc90ad72bff7f410
local     1262db344139877394e150765fb0ba4c0622bdf3a7d9b59b6c91162e7aa2badf
local     2336a1f813644e20cc3e840c10d4c0f8883993e0104536604fad2a7013e8d864
local     2443c4e6d04a5a1bc976aaeabd6d64c398a5049949858d3bbd0515062102a37f
local     2780c799022dfc0756d281adf915b19865c6e8a7b2bc74859a4e43c38010f6cf
local     3358b1d89c488979632d4ebaf5145980f91096c0c57d623c8d8813e35831edd2
local     4669eb24d02a0c2186df94a9d724079562a5687741c2e9c448ea71f253cd9c0f
local     6668a12f2105b9884661c7865566b3df893df9c9d13c189ea5338b02c773c9d5
local     6964b0d76d3478e23046862e280c35af0720ec692c12aa6fc7496792fb5b9140
local     7392b48935afc10874e6257f248128812c13640d21b33d1c729c27b95af4e02c
local     7582f8f54cba6d2c548ef418ef37c69d43ececf55ffc57b0e1bd7e439f01d1ff
local     8958b918fbf6efd43b41047854140c3b4901c2cf9150c1cc1092598646cdc696
local     9483a90b8f497e5de488ed3ef3784c3ac969e0ee582947c875a8c19628a07853
local     25731adb0c212d8b6a69f9fc76d7114540202506198f62ec008cee3fc9ace6a2
local     29254fd61390c5b4d4b02383827fb38363894933adf7d5e1e6416ecafe99e465
local     33149f7395cfc8c3d1a1f64c19d3929302f0e67fb3a502d7646fe1e8a92e47f0
local     052677d57b07db0691fc7d9a132e7250eecd9944409b556163b2435e2b56b590
local     54146e222b51187faaa77ad9aed1622bdd64d4354d1546fc100a9c923e4703ae
local     61560ee3974f0adacddffb636cb12fd4f6ba7daf99abe94f3ff84fb65a5afcd8
local     64790e0fbf6053798ea53fdfd1adcd71120dfb4f6853f3f4db65dc776638bb62
local     65531f8b907ae8dbd5b9958868c6327d97133bf60675cce785eff404e5f33000
local     74237a3e57bce3d87494efa06778a4745c5aca949a2a46c0587dac83a8ee0a27
local     75414d4bcd20e4bfe8ef0a6673ecdd0d7f5e36a34e7b8d1a4bf4ad67a4c9099f
local     75662e7835247d95dd718c808b2ee7c637c18034de58a178336b0f7530bea187
local     78490a685401db42e86731275d11a74d03a340594e01c87eed5ae1fdd945aa97
local     80868c041b2231edbba539b0db03fb0ef1777acd9ba732b1322c12c57f4ef8eb
local     88349cd4e4bbd09cc697d0de6d6e4c892b488be458accc79ca5d61f1f1c46f4c
local     271054cf1561383af623216317af9037262e2910fd7c64e0fddb06661e3ef37f
local     288477cdcf398595938538e9662d5bafa9e3b125450fe8134ff4cb260386aeae
local     332010bb0f1e4156ac0705c509831af3485164722e57b424ec821c2da01f6aaf
local     465547aed7c894b60d5250edfbd7e7f7e80da9defa342c4cfdbb95ad895721a3
local     486331ceda4b990069bab022c007d74b3349c519aa0c287c290fbbcd6b770bfa
local     0574167ae83c2646156320e30f18d1275da6a83c89d7982f954c5debb02ab8be
local     607514ea8ae08421aa859c431b6cb32e04e0b2c7c15817f53ee7a3f58a9c7dfa
local     740808eb3b340d3e3875134f0e1998a5e9261bfd91be99ead90af9984f40334f
local     748752eb303ebd248a6a9b62e5164a5b7da646d46dfb3fcf3079d2428923c228
local     1698409bc4db9fa6bfe413efc0117770fe687a905dac944061808285cf2ba7f3
local     7964579eecc7455fce47a177c5b00f4dda24055b2e7afc794cee267ed9bc1f6e
local     8008507e97378fde8e14808359ba9611eec648d4cd7665c3efffef2b92f08146
local     8431333d5987718c7df91ac5848e5378ed4715c7c65f44460d310c15525d8ebe
local     67571078f5effbc5866b917a04b8dc76ca15e31e35e3229a00db93855928ec8c
local     83448932e194df87e00c2d76b7e720fcfafaa11a8cd61c70eeaf2f7b6732f3df
local     306230480fbb877a7c6422499430ef82eabeff56aa4dc7c6dd077c12cf0e8c11
local     0777470932e49a37604d68fdf21b2f69a882b7df293c61f46dd2a6ba73fa372a
local     6556078486e907da4c5e76d8f9cf5b84f65b634f0b84873be855bcacf2048d33
local     14009911246a49e5ac959b4a3df84ea40627e3657ef942cda940a30db5e42be1
local     76734896197ca97a21338a46ba88f2640dff31214e90bf8f50f8c46f4df2a1cf
local     a2cd37f38a1d85f1c584ca64c181981b14d4937f3a4989837c9d97d13da62069
local     a2ef61b9f2ebe192998a73c2e77b44ac062d0df21f8328f1e8f4129725703d6a
local     a6f1d2b9d2eec303a80af326b9681e1642480a97343ce99c2e87690159114706
local     a68e4a79245e43bb65a57d9c50d0ed6c5cb49e3d7696e25378ac313556850cf4
local     a95a9bf21ba41e480b6e3f2350fee65ce04e1b2cd36d93b9f4af7c5042397fce
local     a155a0fda083f6d9caf455faabe143b7eeb06f89fb0f1ed8ad0adaec524a0da0
local     a2624bdfe8dc24dbe955a0129aba2443234722d797d3e8852d43f9957fe481fd
local     a3094d3be4085f186a6443c8c1380891c5e75990e753b47e65ec75ee5598ff0f
local     a9564de761b2f5b078467eb9b4061062ee1b0c9c2726adcee4996a8560f91444
local     a3586528b963b3383acb962b9c4debb6eb0687b3b523343c538f5939dd4caf0a
local     ab33a1428ffd1a1c38a41cee71e313387100d368335786e77c3de7c866d45b09
local     ab39b658c6cd32c7a7aa7c3efc3061caab58fb9c1872c2f7adbd3affb93567da
local     ab56f37919e66cf951523e58441b1d022b2f4baa0905e10efc241fc7b655cef3
local     abd6d4e13bc39761d56bc92f85d5050e8832af3af68afa1b04da494589067e1d
local     abfcad193fa17b563b216396404021c3a974a0bf6ad0c8902fe768c6ad857be9
local     ae99254b609271cd8fd9181207517fcff9ce40e7bf961962e38ceca881b1bf5e
local     aee59cdd5e42df374da542217c002080199a66325413e5765cc937a303051189
local     app-test_redis_data
local     b4c3770befd9aa622ee9c351bf83e463ad916ad794b4ae2b49d07d0497afa6f9
local     b5eb928dc7485f39b787ea3ce27f8554c1b9ccfb03149d1b6b952c0e1a3adae1
local     b7e37cbbd737aea03ea1e73adef6265ad335af0c01955a1ba21a65f27fceeb6b
local     b8d859016f680081c5579b6519e662cbf22ce4674e0e169f222e3b7a8f09a23c
local     b063e6abbfbe1a1aa2497ef8679cf4eaebdfcc610d70564b7857af37f3034b95
local     b244ba945170bad02038d3d56ff4cb5df6f8ed5e07405be5def60729694b034e
local     b931db91439efa7d941203262fa5267cea5f7cf90cf281616441472af68f5f70
local     b1751a7168d637131cf46fc79f2de14924bc8a90144cb770d07958822ffc0bda
local     b5368afcd9458e8c5a8bf0077d29c4e4d25ecb82337e666facfa8469c6fd8c7b
local     b28050db2625b44f27f5d17fe9c694c88257e377a262bf8db3aa5f9b93708ac3
local     bab1ddadd5a611dfcbdc9f921c85712908d98bcd4f0785c85a9262885a61988a
local     badee8f2b7bdb6c8e893488f1ba2ad47f74216efe6b28e2bf76e703c3c8d4d7f
local     bbfb43e1ea688509d9ffd4ddc0831ac580f97c9616ef9f67ae946e3444beae7c
local     be283601fb5fcf2284de47dc507203830483b59aaf682cfc35adb31c1bba4691
local     beb3da6cd024fd80a1e65ea5c8313e4c86c9d1fe43011bfa9fd1580610c1d0eb
local     c2cbb1b92ea950461e759afad0a710ec9fa388cfb19f7436078729d43023ff77
local     c4f1fe3bac39dcc8f49b7845334cb090ccf0ced1f423f51df2877f7d8e1561db
local     c5c37dd0d2a26d54609425294f8c63820e7928547a2650227c88c9982cd23bb9
local     c9bd3fd4b4768953e8a139d00e36ef437252fc282b79fff2dc1a15df4929b66c
local     c9c8cd745d871330753077b07f02518c1e46af530d747a6e5d24456c2e0cd682
local     c22c9cd13318cdffadc736183c91f4c4cbb196a4d689282e598ffe18f444c0d7
local     c49c68181ab06215ebbb1a1f6bf17fd4ae71f889d9f55cd62b8b4386e73bd8f4
local     c52a22e760030e730d4ed1644a496c5242498eefd21505a2daaf57472cdfe343
local     c83c57c22baa5cdaa6ba1a1bd1789fb2cadbc82b8a490bea3da226b4f93ca640
local     c194f0bbbb69970de47bdec565cf0ed9267bb04ada188aa9a0ae90715a406458
local     c1902884d014d0dba30baa8afa83ef24d6911294166149ab54f98fb13c2418bc
local     c370158277cbae9fe8869dc762d740bfa51a9d87e98475db571a11d461012072
local     ca8d9a847a171a9d9eae89d2db729af0f9bfb3f9dbec69d9db801e8a196070b4
local     cabbc299632f67c540f020e7bb523dd3bcc4679b26d9229d01dea2581eaca77e
local     caef214a3e3e0e2e9ec6351c738469ce1b1c0da169422e2aa672c3b5f72e04f9
local     cbf25e95febe1983963edc5e745d91685c4950d0aa3d7c5ee913ae840be745b5
local     cce486f6b9d6a89e2ecbd42a086f4473108005bd37dba250c0e291734a2d3351
local     cd414a9350b4199a576b104b4e000e2bad5c406f772391d3ead086a2c8bcf877
local     cda1f8b1ce57566a01fe19124758f21015c2d4cbdb3c5de3fe90b084cfcd36c9
local     ceb4f3c3b1fc8d967d527b81489f4869919d890cdc7e622a4dc21bd875448553
local     cf1783a7b3034730be58b450172e24db2ca2d85820241d34073f80a53921b2ad
local     cfb8874bd04bf8c800abf18138a24efc0cddd09db3384fc1c76b0cdbc9169afd
local     cffab9beeeba19cd38c42fe970a87c30f2dd1e13c1be1705744b931bb985ac60
local     d0beb8e478ff1f9add16fd7b1c893a0589fad83687d4400057ca0c63752da3ed
local     d1b46d321b0b2fc25d0c22136fad860daa1748d4753dc195b75187d0c3da43ab
local     d1efb510066ab7d5a41cec0c93f3358bdea29adaa9785223345c7b33eac122ee
local     d1fc42103425425e6d8c4dc358bbc3d5e09cc170dbe3091f49db8f732cd47f41
local     d3e689dd5dce47633490581fc1f3bb905e625798805bffe7efb0a203f1fe256b
local     d3f2d67994c4c3a5ed1d8ca80dabdb986eaa8ada7b1e49d77eddb6a879f8a2c6
local     d8aeb49540c57f4d36cc3c20cca2045bf66bfa9c9be6a97d45077f9df3b9c4ac
local     d8fc11308633e1c5b62cfcea4df2e9fbe2b3ceae38cd3e0eac881dc907c5a0e9
local     d8ffc11a49eb250cbbc2992288b1616dce4342c64e0113a256ce3af68da3deb1
local     d9eb4f4d5f4f0543aa1134faa1ca42c69b3ad264f49fb4a958a7697c5b284667
local     d23eb7668cbd2f029dbd7a2f387fa07ad72c9e6acc6073c00f2ed3c1a9697e75
local     d33f5d1a45cc6677645e614dd3be812899b1a99e259fc338d04a60560a8ce7f9
local     d87de01def989b1cd3865b20c4424815e9d569b3fb36dc848461171251334bd4
local     d154bee99e16b0231915fd3e1fcea11adb82b0cdbe6999019f35154e4bd2800b
local     d242c261dcedd3fe9037441662ef21bfe64604bdbd40cf3475e6d566abf6e413
local     d256b653859b7348d702551432ccdb3a06e633278dcbc5812d21bfee1a7af049
local     d33606337ae790a1ecd4f74c801ca824765c7f2cc4d8c39ae1017803f253f6ec
local     dbbfda62b98a7d1eca0dff6f2f7c4dad8c3cd6dfc057e9728c001491c8db9861
local     dc13cb81f5474cc3b487b2aa0eece9064c3dccd82c45f3eb6861979cead9c34a
local     dcdc0ec336ee1e9734936253c9f2620e46567afbc03683423c493604df0a7e2a
local     dd29d57970371d8bad7d69b1e5de72f0d71bb03e28cf5bdd448cd595519813c2
local     ded94642ad1bcf6f9d19af67d5f81b07a3a9e9b16405fe221a525bca2f61f545
local     dedae4cea1ae1f2100f1161a13b31c3b59da610242d3103c6d75b6f8f9c39935
local     df4c35c116696c64f4f266200def2b565b5bd471a1fc5c1ef97710a857d2a10e
local     df15e7ae92aa744daa7375b15e222250d323d151c7dcb015e3bde58936c41a29
local     dfdf6a57bdc57f8a56b0071940baba94c49149c81111f7d9804305f3b6c87459
local     e0c1702d917de5963b2087e9bbdb9d3c67ba9c8088c87bf61c40aba2c0a88c60
local     e2eaa0427b952dd635c9e98a25982a403328e02106e7f3df2463c4309445016e
local     e05bcf059a10fb8b315ccf7e81156ab0c135660d14d4a1e0f60aeb02e90f09f8
local     e6b1b563852029be34751de1bf8f1651af1b2d05267c579ac2e4430c140b6ef0
local     e7cc45e6c73212b0b36049f1de72a98aadc875d6e26d8b515e527b9b275116f1
local     e92f535eca74d38bd352bc7f2c2f5385ed8a1e770c061cf5cf81e0937b8c9e5b
local     e96ce7c9564a8c1b54373bdbc718509d7ae63c7171c9f4ef4d6fd6a4c4462d06
local     e369a9d0b00e1180be7f39501044ebabe412728a7150138cf5a1c8b12f140de5
local     e601f33e1bba688a786d3082473796ed23f51faf635d22b76fb53d1e0c8ffb43
local     e732b6a61b3aad41187db0aebf298827b4be211ff0ba18cfb5301b0291effb56
local     e7408feb549efd509410857c5ba54187fdc0bc76b8b0bfffbf28ca3872c5a528
local     e438557b45d03d6d0a117f3551ba37bb099689d6e3d6daffec3bff32010a5ef1
local     e4111200ad77d3145a305b3a8772141ae7fdd036fc1f42df3f87894b0e72068b
local     e884347423317024ff3b09a2d34517b1e04481a3fa1fcbe1dc8830f07811482c
local     ea0a839eeda53601f1b83b5a34c350927500f19e8e2236c6fb2bff0cf8c26762
local     eae6bb081c4216bd5fee88cdd083729510d8ae1580fab51fdc0a47a5c1ca8967
local     eb12d24812d87c55a52d6ef444e80e95a927aa95f3a89d17894e2fb725553716
local     ebfca78a22b4a088eccc278ab9786fe67d216052ab8a5350e9ca7f8321e2ea61
local     ecbb66062c881f284376968de55486d449a056d64eb1fe97e82a1b95aeb6785e
local     ecc6bdbcc58a1fa754c55c92d99522317afe32ab56f16128367d144a4ccbf349
local     ecee841fbe0d73287dae4f494ffe054c34834d1dc48a357b9c4239adbb2cc787
local     eea2e0c0b737d6e9a058c1401a5d4e90be7a9e29b62cc64377dcdab2461aaf6c
local     ef6a76fe192721d5d86e7081df16b7854a34793317a8c66f8566d4008fbd2e01
local     f3b57f03730f2b734261b15e6fe611394a76fa1dd775299c41ee8306a5129897
local     f12df7720c2da87ef84c4aabdc0d0e66676c0b267f2288d00994778f470121a3
local     f27f0ac14731b2077d5968062fec3c8b58ccf364030cfb85209aed876f472f90
local     f28c1516764e08849acb6dfff0e6d38db61f9eda301bd546c38d3d2840c656cd
local     f43b36455b1715470dfc967cd3261ecb8e541dc34082e90d3e4ddbef1e87e021
local     f48fb30c4be65059ae4832a9060d0bf70105b4a01436211142b563900b01ba55
local     f89f0d929411a235b30bc3750feb5e9e967435eacbbd847b2b957250deb98d1c
local     f91ae0683ccfe5bfe903dbaa237964c179cab83d7856a507ab41b95d99e49624
local     f92f72d05b7485283bcb59c880925856021af9800fe97704136d5a30b1e63f6f
local     f2010e705f5e895f2510211c634ce2229be3fd5db7bd43acac73d874bdd2fdf3
local     f2040ac05d18ae799859511b117fb39d500a96efc1eddf27d70299f29d4995f9
local     f20524fb14f4e39dc265c96a8ad6b3426c71b9e0d6bc92c557850fd165b36de0
local     f62870d3772ce0957d5d68090d9a56624bcddf63da815669d095293e472fa9ba
local     f151762a3b280bb2b5f0dfb7c6f99f45bcbdab2fb3763a2f270c931665f43e3f
local     fa06563adb159bfc83becba3a83f9b4659ee1825d95a36ae05ba0b4a34c32708
local     fbae9f1992ee1b3688da497cece34c0f8d349c69e990ac25f8cd739c9cdc490c
local     fbf622953d548027a6488da739bd8f1adf04e79ec9b1c69222453ccea386739f
local     fcf24a92c823e063a6297686d02d5286f68551f62b466b43a8dc250b8e692dcf
local     fd55296e6337c437eafdf5e81ebb73a8444da3311f09ba779e0a9d0ad9298f0f
local     fec4ce0ac44d5a65b45bf51d24bde2c69b0922a93b26ad0a40977215958368ef
local     minikube 
